type,assignment_id,assignment_name,teacher_name,error_message,response_code,processed_date
Assignment,00ce8b76-818d-4eb3-a111-cca397b4a1ca,IR Book Selection,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-09-09 06:04:39.456702
Assignment,06e801f2-65b4-4d61-b7b8-c6aa1a86f85d,BUTTON BANANZA!,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-09-05 06:05:14.560474
Assignment,0a203515-1513-46ee-affb-d78705ee5551,"Quiz (Prueba): Pronunciation, Alphabet and Spelling in Spanish",Jennifer Ganley,"{""code"":""-1"",""message"":""You are not logged on or your session has expired.""}",403,2025-09-06 06:04:58.986744
Assignment,0ae6e181-20a4-4f61-95d2-ee8d9f7cb220,IR Book Selection,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-09-09 06:04:37.433646
Assignment,0f778f1e-67e6-4e3c-86f2-c7a3e576580b,Mousepad Project,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Mousepad P"" already exists for class CTE-DVC11-001.",400,2025-09-06 06:05:00.416272
Assignment,1f91916e-4629-4a6f-8773-970763320fc2,Scenario Card Recording,Kristen Kenney,given GradebookColumnType does not have a default GradeScale,400,2025-09-09 06:04:39.626336
Assignment,22a8254d-002b-4d72-be90-0ac9dc6b41bc,Bucktooth Bunny,Aislin Moylan,given GradebookColumnType does not have a default GradeScale,400,2025-09-06 06:05:00.168339
Assignment,289a46cf-e7ef-467d-80fa-14e099c08810,Sunny Snow Day,Aislin Moylan,given GradebookColumnType does not have a default GradeScale,400,2025-09-06 06:04:57.966316
Assignment,5859f93c-e2ab-415c-8cca-76f1117bec29,Adobe Illustrator Tutorial #1: Pen Tool Review,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Adobe Illu"" already exists for class CTE-DVC10-001.",400,2025-09-09 06:04:39.237366
Assignment,5ca0cbcd-32e8-449a-8b28-545e6a9e7608,IR Novel Notes,Abigail Mutschler,no GradeTermDates for transcript definition OID=GTD0000000SSdm and dueDate=Sat Nov 01 03:59:00 UTC 2025,400,2025-09-05 06:05:15.377903
Assignment,7228f5bb-59c3-4696-9b1d-f04451e3fc73,Q1 Exploration Project and Presentation,Erik Synnestvedt,given GradebookColumnType does not have a default GradeScale,400,2025-09-06 06:04:58.105292
Assignment,94d3899f-af06-4657-b14d-211b6b0334a0,Quizziz Algebra I Review,Robert Flynn,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Quizziz Al"" already exists for class MAT2032-002.",400,2025-09-06 06:05:00.050381
Assignment,9d4039a3-46e2-4258-9a2f-f9b620f7bf5b,wk 3 Do Now,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-09-09 06:04:39.675997
Assignment,b088f7f6-f375-4d12-8ffe-b64d4b4297ec,Waving Snowman,Aislin Moylan,given GradebookColumnType does not have a default GradeScale,400,2025-09-06 06:05:00.358749
Assignment,b683e016-efc0-4117-8888-7a11dd32a520,wk 3 Do Now,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-09-09 06:04:40.016427
Assignment,c82a2a39-7715-4432-a4b9-a9a987ff030f,Birth of the Modern Mind,Tim Jones,given GradebookColumnType does not have a default GradeScale,400,2025-09-07 06:05:01.980918
Assignment,f2b3485f-a288-49ae-9954-bb1de78d43ee,Adobe Illustrator Tutorial #2: ShapeBuilder Review,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Adobe Illu"" already exists for class CTE-DVC10-001.",400,2025-09-09 06:04:38.749556
Assignment,fcdf6885-fdcd-486d-99c2-1cbeb2ea803c,Precision fit block,Alex Peters,given GradebookColumnType does not have a default GradeScale,400,2025-09-09 06:04:40.354070
Assignment,1dbfa795-8391-42b5-a7e0-b4717d44658c,Test 4,Erin Bordeau,given GradebookColumnType does not have a default GradeScale,400,2025-09-03 06:04:58.537188
Assignment,318876ba-4e84-4f29-a72a-441946f48f9a,Week 1: Class participation Rubric,Michael Poe,given GradebookColumnType does not have a default GradeScale,400,2025-09-03 06:04:58.873710
Assignment,3f655fc3-199d-4861-b2de-7ea562afc928,wk 2 do now,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-09-03 06:04:58.851632
Assignment,3fe80839-4ed8-4c9e-81bf-af729ea1bded,Syllabus and Grading Policy,Michael Poe,given GradebookColumnType does not have a default GradeScale,400,2025-09-03 06:04:58.132006
Assignment,4822d85d-1a1a-4455-997c-4b3c84a18eb8,Performance Task ,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-03 06:04:57.778313
Assignment,4be93c2d-f19b-4952-bb57-a286e18a85a1,Performance Task ,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-03 06:04:57.815547
Assignment,4db750b7-0503-458d-8c0a-c28c259439ea,Test 2,Erin Bordeau,given GradebookColumnType does not have a default GradeScale,400,2025-09-03 06:04:59.199800
Assignment,6405133d-afd6-48a0-918e-48e2e5e58eec,wk 2 Do Now,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-09-03 06:04:57.848967
Assignment,677f0d11-629d-4595-a11f-9efc6ae7204f,Week 1: Class participation Rubric,Michael Poe,given GradebookColumnType does not have a default GradeScale,400,2025-09-03 06:05:00.053401
Assignment,7b314ca1-308e-4577-883a-94f3680f50c9,U1-AP/CP1 Track Decision,Erin Bordeau,given GradebookColumnType does not have a default GradeScale,400,2025-09-03 06:04:57.790271
Assignment,a6b7575c-5078-4706-962b-34ca660c95e2,wk 2 Do Now,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-09-03 06:04:58.854145
Assignment,ab94fda2-710c-4fb5-a245-5446128415db,Syllabus and Grading Policy: Signature,Michael Poe,given GradebookColumnType does not have a default GradeScale,400,2025-09-03 06:04:57.773633
Assignment,b6f4782f-f355-4e9c-ac9e-b00b24521f8d,Test 1,Erin Bordeau,given GradebookColumnType does not have a default GradeScale,400,2025-09-03 06:04:59.274498
Assignment,db4db784-1a31-42ce-a5fa-fbb580e5254e,Test 3,Erin Bordeau,given GradebookColumnType does not have a default GradeScale,400,2025-09-03 06:04:59.190919
Assignment,0671e479-4cd3-4722-a3fd-575f708c4bb8,wk 2 Do Now,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-08-29 06:08:49.434645
Assignment,1e1a3568-1a9d-4e22-aa5c-bde6917e8603,wk 1 do now,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-08-29 06:08:47.962087
Assignment,4f1ef60d-f85c-4d22-8d66-cf0202e5ffce,Extra Practice for Diagnostic,Robert Flynn,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Extra Prac"" already exists for class MAT1011-001.",400,2025-08-30 06:09:42.217315
Assignment,60dbdaef-a535-4466-a96f-3f120aeda64d,wk 1 do now,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-08-29 06:08:47.147530
Assignment,b9ca4def-bd92-478e-86ec-360a399a8a32,Life Slides,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-08-29 06:08:47.971791
Assignment,751338b0-8540-45c4-b436-94b1f927026f,DVC Syllabus Assignment,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-08-26 06:05:22.755503
Assignment,c796f684-6264-4733-b75b-de71f07965f1,Mousepad Project,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-08-26 06:05:21.369378
Assignment,08c635a1-c9db-44b8-8417-ed9ae63b514f,Summer Reading Guides,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-08-28 06:10:10.776608
Assignment,0a02238c-4ef4-4dc6-9a23-35aa60c8686d,DVC Safety Exam,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-08-28 06:10:10.769405
Assignment,4ae85f98-05c2-49d0-8dda-c3c386c8bb1d,Life Slides,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-08-28 06:10:09.595656
Assignment,6e75409f-9a13-4a0b-88c2-bc4959bf727c,BUTTON BANANZA!,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-08-28 06:10:10.449649
Assignment,8593bfbe-e09c-4144-858f-c59e483ea689,Signature,Jennifer Ganley,"{""code"":""-1"",""message"":""You are not logged on or your session has expired.""}",403,2025-08-28 06:10:08.411187
Assignment,b9ca4def-bd92-478e-86ec-360a399a8a32,Life Slides,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-08-28 06:10:09.948320
Assignment,d9785616-bfd4-4383-9dbb-0fa2779fd0b7,Summer Reading Guides,Abigail Mutschler,given GradebookColumnType does not have a default GradeScale,400,2025-08-28 06:10:10.235057
Assignment,1328aaa2-30eb-4486-a8be-928c2b0baaf3,Measurement In Real Life,Andrew Bradley,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:43.180792
Assignment,137111ec-c9d5-46cb-b0f3-04ae97543188,Extra Practice for Diagnostic,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:50.504336
Assignment,149b3038-2868-493f-8615-848a9fbc47ef,"A.2 #'s 2-8 E, 7",Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:49.514266
Assignment,173d8cc7-a206-494b-877a-25352fd02fbe,Elements Slide,Amanda Valenzuela,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:48.756742
Assignment,174e2d5e-244a-4f49-aa56-cb1b6f270ffe,Measurement In Real Life,Andrew Bradley,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:43.985705
Assignment,177b0f65-1a46-4db1-bc0a-4792447b1ee9,Lab Safety Sticker,Amanda Valenzuela,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:52.365869
Assignment,2a7acd76-5070-46cb-a0b2-43de5b335c76,Senior Project Contract,Alex Peters,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Senior Pro"" already exists for class CTE-ADVM12-001.",400,2025-09-23 06:03:42.757455
Assignment,2ab45d06-9c79-4e0b-b8eb-706a450af51c,Lab Safety Sticker,Amanda Valenzuela,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:51.502373
Assignment,2d099bd8-15fe-4dc6-952c-bd3497f5dceb,Science Class Policies Sign-Off,Andrew Bradley,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:50.620772
Assignment,2dffbf0d-9900-4cc7-9d82-a1dfffad3aaa,Lab Safety Sticker,Amanda Valenzuela,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:51.830132
Assignment,354180cb-75cd-498c-bf75-6df6276134c5,A.2; Q2HWP,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:44.790734
Assignment,4be93c2d-f19b-4952-bb57-a286e18a85a1,Performance Task ,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:51.242248
Assignment,4e6dcd9b-f67b-4912-af3a-6245c2d77cce,HW 9/5 ,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:49.422690
Assignment,532865fe-914c-427d-9431-3e07a0c3c5a2,A.2; Q2HWP,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:42.548361
Assignment,53de563c-1407-486f-9155-20b968b6097c,Elements Poster,Amanda Valenzuela,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:48.393479
Assignment,551a9f68-120e-4986-8d14-3ec63e5a69a9,Finish A.2,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:49.117269
Assignment,5d12f813-6468-488e-a016-53d52a13f559,Proper Document Assembly | Nearpod Assignment,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:42.942194
Assignment,624befcd-8214-48c9-bba2-5f5f1b768d5c,Math App with Android,Sarika Ozarkar,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:42.308582
Assignment,6dfbbe31-4302-449a-9169-bde8587d64c2,HW 9/8,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:48.747747
Assignment,71ac2184-286e-4d4f-9fa4-3c5c0c584d9a,Beginning of the Year Survey,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:48.383223
Assignment,775cddb7-1be8-41c5-99e4-59682baeb39b,HW 9/4,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:49.516612
Assignment,7d63cb3c-cab6-4d44-97d7-bd087bf726ed,Senior Project Proposal,Alex Peters,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:45.709760
Assignment,85469363-2251-4353-b498-58cd22d04afb,Photoshop Project | Surreal Photomontage,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:49.793639
Assignment,87e19ab1-9551-4c18-9a60-78977271a219,Adobe Photoshop Tutorial #1 | Selections & Masking,James McNamara,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Adobe Phot"" already exists for class CTE-DVC10-001.",400,2025-09-24 06:03:52.397786
Assignment,89c692a7-1fe1-4b1d-9deb-00dad3562935,Conduct 9/26/25,Emily Kotwal,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Conduct 9/"" already exists for class CTE-ENVM10-001.",400,2025-09-23 06:03:44.085873
Assignment,8bfb3481-8d43-46bd-9a54-27fe5a293954,Syllabus,Michael Poe,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:49.424621
Assignment,a02d241c-8142-403d-b02c-6876701a74ea,Adobe Photoshop Tutorial #2 | Adjustment Layers,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:49.133931
Assignment,abc43ef2-ea69-4488-af63-436e2d3e1398,Measurement In Real Life,Andrew Bradley,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:44.215682
Assignment,b33190ac-fdf7-4da3-994a-69a231b650e7,Week 3 Do Now/Exit Ticket Slip,Kristen Kenney,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:45.798802
Assignment,c9bc5dd3-7482-43e6-b86d-0e309cdf1abf,Lab Safety Sticker,Amanda Valenzuela,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:51.885283
Assignment,d0dc87cf-e46f-4411-af04-508a0b2a7fc7,Share Your Perspective Video,Kristen Kenney,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:45.688612
Assignment,dd86f143-e365-43a0-8e63-27f74b031a7e,Judaism Overview,Tim Jones,dueDate is not valid for the current school year,400,2025-09-24 06:03:51.295981
Assignment,e25efceb-bd96-4713-bb38-ae3f327c4083,Work Skills 9/26/25,Emily Kotwal,"ONE-00008; Error on saving bean com.x2dev.sis.model.beans.GradebookColumnDefinition; Business rule violation; An assignment with the GB column name ""Work Skill"" already exists for class CTE-ENVM10-001.",400,2025-09-23 06:03:45.208385
Assignment,e83ead88-ab97-4cfd-ba1c-60833ac31e90,Co-Op Resume,Rebecca Maynard,given GradebookColumnType does not have a default GradeScale,400,2025-09-23 06:03:45.957633
Assignment,f26efebc-3340-44c0-8ade-96422b298ab9,Quiz Review,Robert Flynn,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:49.120540
Assignment,f39c2056-242f-46ed-b125-43b171aee1a0,Measurement In Real Life,Andrew Bradley,given GradebookColumnType does not have a default GradeScale,400,2025-09-24 06:03:47.692146
Assignment,751338b0-8540-45c4-b436-94b1f927026f,DVC Syllabus Assignment,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-08-26 06:05:22.755503
Assignment,c796f684-6264-4733-b75b-de71f07965f1,Mousepad Project,James McNamara,given GradebookColumnType does not have a default GradeScale,400,2025-08-26 06:05:21.369378
Submission,24f1e664-fd11-4c5c-8704-8628dac97a44,HW 9/9,Robert Flynn,no GradebookColumnDefinition for lineItemId=24f1e664-fd11-4c5c-8704-8628dac97a44,400,2025-09-22 06:04:41.922838
Submission,530e0130-7257-4dae-b372-7b5639050312,A.1;Q2HWP,Robert Flynn,no GradebookColumnDefinition for lineItemId=530e0130-7257-4dae-b372-7b5639050312,400,2025-09-22 06:04:49.189767
Submission,9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,HW 9/10,Robert Flynn,no GradebookColumnDefinition for lineItemId=9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,400,2025-09-22 06:04:43.062775
Submission,9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,HW 9/10,Robert Flynn,no GradebookColumnDefinition for lineItemId=9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,400,2025-09-22 06:04:40.299264
Submission,160906f6-2d66-4d33-bfd1-d20ad10221e7,HW 9/17,Robert Flynn,no GradebookColumnDefinition for lineItemId=160906f6-2d66-4d33-bfd1-d20ad10221e7,400,2025-09-20 06:04:58.635728
Submission,98896fe8-0bb7-42ac-9ea8-20b158600d7e,HW 9/19,Robert Flynn,no GradebookColumnDefinition for lineItemId=98896fe8-0bb7-42ac-9ea8-20b158600d7e,400,2025-09-22 06:04:36.625418
Submission,30b13993-bd1f-4981-8c3a-ae7dfc7bbb61,Article Notes ,Abigail Mutschler,"Student is not enrolled in this section: Section OID=MST000000kxXAh, Student OID=STD000000fq0Ov",400,2025-09-20 06:04:59.170663
Submission,d6753d18-7bc5-4baf-9f4c-3b0262b8a44b,HW 9/16,Robert Flynn,no GradebookColumnDefinition for lineItemId=d6753d18-7bc5-4baf-9f4c-3b0262b8a44b,400,2025-09-22 06:04:46.137916
Submission,1dcb4d07-ec47-4556-a869-f64fd8def83f,Quiz Review,Robert Flynn,no GradebookColumnDefinition for lineItemId=1dcb4d07-ec47-4556-a869-f64fd8def83f,400,2025-09-22 06:04:37.078126
Submission,35d4b371-96dc-4803-8b00-da86385fb735,CW-HW 9/17,Robert Flynn,no GradebookColumnDefinition for lineItemId=35d4b371-96dc-4803-8b00-da86385fb735,400,2025-09-22 06:04:42.981204
Submission,d6753d18-7bc5-4baf-9f4c-3b0262b8a44b,HW 9/16,Robert Flynn,no GradebookColumnDefinition for lineItemId=d6753d18-7bc5-4baf-9f4c-3b0262b8a44b,400,2025-09-22 06:04:36.552773
Submission,530e0130-7257-4dae-b372-7b5639050312,A.1;Q2HWP,Robert Flynn,no GradebookColumnDefinition for lineItemId=530e0130-7257-4dae-b372-7b5639050312,400,2025-09-22 06:04:55.205458
Submission,35d4b371-96dc-4803-8b00-da86385fb735,CW-HW 9/17,Robert Flynn,no GradebookColumnDefinition for lineItemId=35d4b371-96dc-4803-8b00-da86385fb735,400,2025-09-22 06:04:51.530311
Submission,f26efebc-3340-44c0-8ade-96422b298ab9,Quiz Review,Robert Flynn,no GradebookColumnDefinition for lineItemId=f26efebc-3340-44c0-8ade-96422b298ab9,400,2025-09-22 06:04:48.368821
Submission,f26efebc-3340-44c0-8ade-96422b298ab9,Quiz Review,Robert Flynn,no GradebookColumnDefinition for lineItemId=f26efebc-3340-44c0-8ade-96422b298ab9,400,2025-09-22 06:04:42.388452
Submission,f26efebc-3340-44c0-8ade-96422b298ab9,Quiz Review,Robert Flynn,no GradebookColumnDefinition for lineItemId=f26efebc-3340-44c0-8ade-96422b298ab9,400,2025-09-22 06:04:49.587749
Submission,160906f6-2d66-4d33-bfd1-d20ad10221e7,HW 9/17,Robert Flynn,no GradebookColumnDefinition for lineItemId=160906f6-2d66-4d33-bfd1-d20ad10221e7,400,2025-09-19 06:04:51.522617
Submission,530e0130-7257-4dae-b372-7b5639050312,A.1;Q2HWP,Robert Flynn,no GradebookColumnDefinition for lineItemId=530e0130-7257-4dae-b372-7b5639050312,400,2025-09-22 06:04:50.248897
Submission,98896fe8-0bb7-42ac-9ea8-20b158600d7e,HW 9/19,Robert Flynn,no GradebookColumnDefinition for lineItemId=98896fe8-0bb7-42ac-9ea8-20b158600d7e,400,2025-09-22 06:04:39.184604
Submission,d6753d18-7bc5-4baf-9f4c-3b0262b8a44b,HW 9/16,Robert Flynn,no GradebookColumnDefinition for lineItemId=d6753d18-7bc5-4baf-9f4c-3b0262b8a44b,400,2025-09-22 06:04:51.681890
Submission,160906f6-2d66-4d33-bfd1-d20ad10221e7,HW 9/17,Robert Flynn,no GradebookColumnDefinition for lineItemId=160906f6-2d66-4d33-bfd1-d20ad10221e7,400,2025-09-20 06:04:55.586371
Submission,98896fe8-0bb7-42ac-9ea8-20b158600d7e,HW 9/19,Robert Flynn,no GradebookColumnDefinition for lineItemId=98896fe8-0bb7-42ac-9ea8-20b158600d7e,400,2025-09-22 06:04:38.141924
Submission,24cc4aa3-8d26-4f8d-996d-7f33e650b336,Share Your Perspective Video,Kristen Kenney,no GradebookColumnDefinition for lineItemId=24cc4aa3-8d26-4f8d-996d-7f33e650b336,400,2025-09-19 06:04:57.814915
Submission,9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,HW 9/10,Robert Flynn,no GradebookColumnDefinition for lineItemId=9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,400,2025-09-22 06:04:43.394802
Submission,9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,HW 9/10,Robert Flynn,no GradebookColumnDefinition for lineItemId=9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,400,2025-09-22 06:04:41.456900
Submission,f26efebc-3340-44c0-8ade-96422b298ab9,Quiz Review,Robert Flynn,no GradebookColumnDefinition for lineItemId=f26efebc-3340-44c0-8ade-96422b298ab9,400,2025-09-22 06:04:49.179560
Submission,36374ebf-a3e1-47b1-b581-26ce1bb5a4ea,Quotes Practice 2,Abigail Mutschler,no GradebookColumnDefinition for lineItemId=36374ebf-a3e1-47b1-b581-26ce1bb5a4ea,400,2025-09-20 06:04:55.117013
Submission,9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,HW 9/10,Robert Flynn,no GradebookColumnDefinition for lineItemId=9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,400,2025-09-22 06:04:38.804374
Submission,1dcb4d07-ec47-4556-a869-f64fd8def83f,Quiz Review,Robert Flynn,no GradebookColumnDefinition for lineItemId=1dcb4d07-ec47-4556-a869-f64fd8def83f,400,2025-09-22 06:04:44.767928
Submission,1dcb4d07-ec47-4556-a869-f64fd8def83f,Quiz Review,Robert Flynn,no GradebookColumnDefinition for lineItemId=1dcb4d07-ec47-4556-a869-f64fd8def83f,400,2025-09-22 06:04:49.366025
Submission,1dcb4d07-ec47-4556-a869-f64fd8def83f,Quiz Review,Robert Flynn,no GradebookColumnDefinition for lineItemId=1dcb4d07-ec47-4556-a869-f64fd8def83f,400,2025-09-22 06:04:42.870065
Submission,7f5eb908-55c5-4d7c-a38e-fce31f8653df,3-D Shape Investigation ,Robert Flynn,"Student is not enrolled in this section: Section OID=MST000000kxQAL, Student OID=STD000000je0Fv",400,2025-09-22 06:04:50.381292
Submission,9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,HW 9/10,Robert Flynn,no GradebookColumnDefinition for lineItemId=9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,400,2025-09-22 06:04:42.452448
Submission,24f1e664-fd11-4c5c-8704-8628dac97a44,HW 9/9,Robert Flynn,no GradebookColumnDefinition for lineItemId=24f1e664-fd11-4c5c-8704-8628dac97a44,400,2025-09-22 06:04:42.452733
Submission,35d4b371-96dc-4803-8b00-da86385fb735,CW-HW 9/17,Robert Flynn,no GradebookColumnDefinition for lineItemId=35d4b371-96dc-4803-8b00-da86385fb735,400,2025-09-22 06:04:47.527947
Submission,8a2363a9-e21a-46a5-9b5c-0bd0acb14d2f,Quotes Practice 2,Abigail Mutschler,no GradebookColumnDefinition for lineItemId=8a2363a9-e21a-46a5-9b5c-0bd0acb14d2f,400,2025-09-20 06:04:54.123728
Submission,98896fe8-0bb7-42ac-9ea8-20b158600d7e,HW 9/19,Robert Flynn,no GradebookColumnDefinition for lineItemId=98896fe8-0bb7-42ac-9ea8-20b158600d7e,400,2025-09-22 06:04:39.696980
Submission,8a2363a9-e21a-46a5-9b5c-0bd0acb14d2f,Quotes Practice 2,Abigail Mutschler,no GradebookColumnDefinition for lineItemId=8a2363a9-e21a-46a5-9b5c-0bd0acb14d2f,400,2025-09-20 06:04:51.542049
Submission,98896fe8-0bb7-42ac-9ea8-20b158600d7e,HW 9/19,Robert Flynn,no GradebookColumnDefinition for lineItemId=98896fe8-0bb7-42ac-9ea8-20b158600d7e,400,2025-09-22 06:04:48.369645
Submission,1dcb4d07-ec47-4556-a869-f64fd8def83f,Quiz Review,Robert Flynn,no GradebookColumnDefinition for lineItemId=1dcb4d07-ec47-4556-a869-f64fd8def83f,400,2025-09-22 06:04:55.334107
Submission,491bc7c6-1e90-48e9-b3bd-531951f536e7,HW 9.3,Robert Flynn,"Student is not enrolled in this section: Section OID=MST000000kxUB0, Student OID=STD000000je09p",400,2025-09-22 06:04:49.651417
Submission,24f1e664-fd11-4c5c-8704-8628dac97a44,HW 9/9,Robert Flynn,no GradebookColumnDefinition for lineItemId=24f1e664-fd11-4c5c-8704-8628dac97a44,400,2025-09-22 06:04:53.874887
Submission,24f1e664-fd11-4c5c-8704-8628dac97a44,HW 9/9,Robert Flynn,no GradebookColumnDefinition for lineItemId=24f1e664-fd11-4c5c-8704-8628dac97a44,400,2025-09-22 06:04:47.958925
Submission,36374ebf-a3e1-47b1-b581-26ce1bb5a4ea,Quotes Practice 2,Abigail Mutschler,no GradebookColumnDefinition for lineItemId=36374ebf-a3e1-47b1-b581-26ce1bb5a4ea,400,2025-09-20 06:04:54.568829
Submission,32fd401c-6ca8-4b15-9fe0-08140e465e06,HW 9/15,Robert Flynn,no GradebookColumnDefinition for lineItemId=32fd401c-6ca8-4b15-9fe0-08140e465e06,400,2025-09-22 06:04:49.703832
Submission,9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,HW 9/10,Robert Flynn,no GradebookColumnDefinition for lineItemId=9890252a-a5c1-43c3-8e1a-6b7ddb364fcb,400,2025-09-22 06:04:41.977268
Submission,35d4b371-96dc-4803-8b00-da86385fb735,CW-HW 9/17,Robert Flynn,no GradebookColumnDefinition for lineItemId=35d4b371-96dc-4803-8b00-da86385fb735,400,2025-09-22 06:04:48.543399
Submission,fd864ba9-bf45-4b52-b8fd-5813eb087c87,HW 9/8,Robert Flynn,"Student is not enrolled in this section: Section OID=MST000000kxOms, Student OID=STD000000lO064",400,2025-09-22 06:04:37.776651
Submission,32fd401c-6ca8-4b15-9fe0-08140e465e06,HW 9/15,Robert Flynn,no GradebookColumnDefinition for lineItemId=32fd401c-6ca8-4b15-9fe0-08140e465e06,400,2025-09-22 06:04:40.261942
Submission,36374ebf-a3e1-47b1-b581-26ce1bb5a4ea,Quotes Practice 2,Abigail Mutschler,no GradebookColumnDefinition for lineItemId=36374ebf-a3e1-47b1-b581-26ce1bb5a4ea,400,2025-09-20 06:04:47.354253
Submission,d6753d18-7bc5-4baf-9f4c-3b0262b8a44b,HW 9/16,Robert Flynn,no GradebookColumnDefinition for lineItemId=d6753d18-7bc5-4baf-9f4c-3b0262b8a44b,400,2025-09-22 06:04:50.542132
Submission,98896fe8-0bb7-42ac-9ea8-20b158600d7e,HW 9/19,Robert Flynn,no GradebookColumnDefinition for lineItemId=98896fe8-0bb7-42ac-9ea8-20b158600d7e,400,2025-09-22 06:04:38.411717
